Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
11/05/1997,1996/97,Everton,Chelsea,1,2,A,0.0,2.0,A,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Blackburn,Leicester,2,4,A,1.0,1.0,D,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Sheffield Weds,Liverpool,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Wimbledon,Sunderland,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Man United,West Ham,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Aston Villa,Southampton,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Leeds,Middlesbrough,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Newcastle,Nott'm Forest,5,0,H,4.0,0.0,H,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Tottenham,Coventry,1,2,A,1.0,2.0,A,,,,,,,,,,,,,,19970511,Premier League
11/05/1997,1996/97,Derby,Arsenal,1,3,A,1.0,0.0,H,,,,,,,,,,,,,,19970511,Premier League
8/05/1997,1996/97,Blackburn,Middlesbrough,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19970508,Premier League
8/05/1997,1996/97,Man United,Newcastle,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19970508,Premier League
7/05/1997,1996/97,Leicester,Sheffield Weds,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19970507,Premier League
6/05/1997,1996/97,Wimbledon,Liverpool,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,19970506,Premier League
6/05/1997,1996/97,West Ham,Newcastle,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19970506,Premier League
5/05/1997,1996/97,Man United,Middlesbrough,3,3,D,2.0,3.0,A,,,,,,,,,,,,,,19970505,Premier League
3/05/1997,1996/97,Southampton,Blackburn,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,West Ham,Sheffield Weds,5,1,H,3.0,0.0,H,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,Liverpool,Tottenham,2,1,H,2.0,1.0,H,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,Leicester,Man United,2,2,D,2.0,1.0,H,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,Arsenal,Newcastle,0,1,A,0.0,1.0,A,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,Middlesbrough,Aston Villa,3,2,H,2.0,0.0,H,,,,,,,,,,,,,,19970503,Premier League
3/05/1997,1996/97,Coventry,Derby,1,2,A,0.0,0.0,D,,,,,,,,,,,,,,19970503,Premier League
