Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
14/05/1995,1994/95,Southampton,Leicester,2,2,D,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Newcastle,Crystal Palace,3,2,H,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Liverpool,Blackburn,2,1,H,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Chelsea,Arsenal,2,1,H,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Sheffield Weds,Ipswich,4,1,H,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,West Ham,Man United,1,1,D,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Tottenham,Leeds,1,1,D,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Man City,QPR,2,3,A,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Coventry,Everton,0,0,D,,,,,,,,,,,,,,,,,19950514,Premier League
14/05/1995,1994/95,Norwich,Aston Villa,1,1,D,,,,,,,,,,,,,,,,,19950514,Premier League
13/05/1995,1994/95,Wimbledon,Nott'm Forest,2,2,D,,,,,,,,,,,,,,,,,19950513,Premier League
10/05/1995,1994/95,Man United,Southampton,2,1,H,,,,,,,,,,,,,,,,,19950510,Premier League
10/05/1995,1994/95,West Ham,Liverpool,3,0,H,,,,,,,,,,,,,,,,,19950510,Premier League
9/05/1995,1994/95,Tottenham,Coventry,1,3,A,,,,,,,,,,,,,,,,,19950509,Premier League
9/05/1995,1994/95,Ipswich,Everton,0,1,A,,,,,,,,,,,,,,,,,19950509,Premier League
9/05/1995,1994/95,Leeds,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,19950509,Premier League
8/05/1995,1994/95,Blackburn,Newcastle,1,0,H,,,,,,,,,,,,,,,,,19950508,Premier League
7/05/1995,1994/95,Man United,Sheffield Weds,1,0,H,,,,,,,,,,,,,,,,,19950507,Premier League
6/05/1995,1994/95,QPR,Tottenham,2,1,H,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Leicester,Chelsea,1,1,D,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Aston Villa,Liverpool,2,0,H,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Crystal Palace,West Ham,1,0,H,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Everton,Southampton,0,0,D,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Ipswich,Coventry,2,0,H,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Nott'm Forest,Man City,1,0,H,,,,,,,,,,,,,,,,,19950506,Premier League
6/05/1995,1994/95,Leeds,Norwich,2,1,H,,,,,,,,,,,,,,,,,19950506,Premier League
4/05/1995,1994/95,Arsenal,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,19950504,Premier League
3/05/1995,1994/95,Southampton,Crystal Palace,3,1,H,,,,,,,,,,,,,,,,,19950503,Premier League
3/05/1995,1994/95,Everton,Chelsea,3,3,D,,,,,,,,,,,,,,,,,19950503,Premier League
3/05/1995,1994/95,Aston Villa,Man City,1,1,D,,,,,,,,,,,,,,,,,19950503,Premier League
3/05/1995,1994/95,Newcastle,Tottenham,3,3,D,,,,,,,,,,,,,,,,,19950503,Premier League
3/05/1995,1994/95,West Ham,QPR,0,0,D,,,,,,,,,,,,,,,,,19950503,Premier League
2/05/1995,1994/95,Wimbledon,Liverpool,0,0,D,,,,,,,,,,,,,,,,,19950502,Premier League
1/05/1995,1994/95,Coventry,Man United,2,3,A,,,,,,,,,,,,,,,,,19950501,Premier League
30/04/1995,1994/95,West Ham,Blackburn,2,0,H,,,,,,,,,,,,,,,,,19950430,Premier League
29/04/1995,1994/95,Arsenal,Tottenham,1,1,D,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Chelsea,QPR,1,0,H,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Crystal Palace,Nott'm Forest,1,2,A,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Southampton,Sheffield Weds,0,0,D,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Leicester,Ipswich,2,0,H,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Norwich,Liverpool,1,2,A,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Leeds,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Man City,Newcastle,0,0,D,,,,,,,,,,,,,,,,,19950429,Premier League
29/04/1995,1994/95,Everton,Wimbledon,0,0,D,,,,,,,,,,,,,,,,,19950429,Premier League
19/04/1995,1994/95,Blackburn,Crystal Palace,2,1,H,,,,,,,,,,,,,,,,,19950419,Premier League
17/04/1995,1994/95,Newcastle,Leeds,1,2,A,,,,,,,,,,,,,,,,,19950417,Premier League
17/04/1995,1994/95,Blackburn,Man City,2,3,A,,,,,,,,,,,,,,,,,19950417,Premier League
17/04/1995,1994/95,Wimbledon,Southampton,0,2,A,,,,,,,,,,,,,,,,,19950417,Premier League
17/04/1995,1994/95,Sheffield Weds,Everton,0,0,D,,,,,,,,,,,,,,,,,19950417,Premier League
17/04/1995,1994/95,Liverpool,Leicester,2,0,H,,,,,,,,,,,,,,,,,19950417,Premier League
17/04/1995,1994/95,QPR,Crystal Palace,0,1,A,,,,,,,,,,,,,,,,,19950417,Premier League
