Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
16/05/1999,1998/99,West Ham,Middlesbrough,4,0,H,2.0,0.0,H,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Liverpool,Wimbledon,3,0,H,1.0,0.0,H,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Arsenal,Aston Villa,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Southampton,Everton,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Chelsea,Derby,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Man United,Tottenham,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Charlton,Sheffield Weds,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Coventry,Leeds,2,2,D,0.0,1.0,A,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Nott'm Forest,Leicester,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19990516,Premier League
16/05/1999,1998/99,Newcastle,Blackburn,1,1,D,0.0,1.0,A,,,,,,,,,,,,,,19990516,Premier League
12/05/1999,1998/99,Blackburn,Man United,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19990512,Premier League
11/05/1999,1998/99,Leeds,Arsenal,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19990511,Premier League
10/05/1999,1998/99,Tottenham,Chelsea,2,2,D,1.0,1.0,D,,,,,,,,,,,,,,19990510,Premier League
9/05/1999,1998/99,Middlesbrough,Man United,0,1,A,0.0,1.0,A,,,,,,,,,,,,,,19990509,Premier League
8/05/1999,1998/99,Everton,West Ham,6,0,H,3.0,0.0,H,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Aston Villa,Charlton,3,4,A,1.0,1.0,D,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Derby,Coventry,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Sheffield Weds,Liverpool,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Leicester,Newcastle,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Wimbledon,Southampton,0,2,A,0.0,0.0,D,,,,,,,,,,,,,,19990508,Premier League
8/05/1999,1998/99,Blackburn,Nott'm Forest,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,19990508,Premier League
5/05/1999,1998/99,Chelsea,Leeds,1,0,H,0.0,0.0,D,,,,,,,,,,,,,,19990505,Premier League
5/05/1999,1998/99,Leicester,Derby,1,2,A,1.0,1.0,D,,,,,,,,,,,,,,19990505,Premier League
5/05/1999,1998/99,Tottenham,Arsenal,1,3,A,1.0,2.0,A,,,,,,,,,,,,,,19990505,Premier League
5/05/1999,1998/99,Liverpool,Man United,2,2,D,0.0,1.0,A,,,,,,,,,,,,,,19990505,Premier League
2/05/1999,1998/99,Arsenal,Derby,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,19990502,Premier League
1/05/1999,1998/99,Nott'm Forest,Sheffield Weds,2,0,H,2.0,0.0,H,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Southampton,Leicester,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Liverpool,Tottenham,3,2,H,0.0,2.0,A,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Man United,Aston Villa,2,1,H,1.0,1.0,D,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Coventry,Wimbledon,2,1,H,2.0,0.0,H,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Newcastle,Middlesbrough,1,1,D,0.0,0.0,D,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Charlton,Blackburn,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,Chelsea,Everton,3,1,H,1.0,0.0,H,,,,,,,,,,,,,,19990501,Premier League
1/05/1999,1998/99,West Ham,Leeds,1,5,A,0.0,2.0,A,,,,,,,,,,,,,,19990501,Premier League
25/04/1999,1998/99,Leeds,Man United,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,19990425,Premier League
25/04/1999,1998/99,Sheffield Weds,Chelsea,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,19990425,Premier League
24/04/1999,1998/99,Aston Villa,Nott'm Forest,2,0,H,1.0,0.0,H,,,,,,,,,,,,,,19990424,Premier League
24/04/1999,1998/99,Wimbledon,Newcastle,1,1,D,1.0,1.0,D,,,,,,,,,,,,,,19990424,Premier League
24/04/1999,1998/99,Leicester,Coventry,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,19990424,Premier League
24/04/1999,1998/99,Tottenham,West Ham,1,2,A,0.0,1.0,A,,,,,,,,,,,,,,19990424,Premier League
24/04/1999,1998/99,Everton,Charlton,4,1,H,2.0,0.0,H,,,,,,,,,,,,,,19990424,Premier League
24/04/1999,1998/99,Middlesbrough,Arsenal,1,6,A,0.0,3.0,A,,,,,,,,,,,,,,19990424,Premier League
