Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
14/05/2000,1999/00,Everton,Middlesbrough,0,2,A,0.0,1.0,A,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Southampton,Wimbledon,2,0,H,0.0,0.0,D,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Newcastle,Arsenal,4,2,H,2.0,1.0,H,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Bradford,Liverpool,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Watford,Coventry,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Chelsea,Derby,4,0,H,0.0,0.0,D,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Aston Villa,Man United,0,1,A,0.0,0.0,D,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Tottenham,Sunderland,3,1,H,1.0,1.0,D,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,West Ham,Leeds,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,20000514,Premier League
14/05/2000,1999/00,Sheffield Weds,Leicester,4,0,H,2.0,0.0,H,,,,,,,,,,,,,,20000514,Premier League
9/05/2000,1999/00,Arsenal,Sheffield Weds,3,3,D,1.0,0.0,H,,,,,,,,,,,,,,20000509,Premier League
8/05/2000,1999/00,Leeds,Everton,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,20000508,Premier League
7/05/2000,1999/00,Liverpool,Southampton,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,20000507,Premier League
6/05/2000,1999/00,Wimbledon,Aston Villa,2,2,D,1.0,0.0,H,,,,,,,,,,,,,,20000506,Premier League
6/05/2000,1999/00,Arsenal,Chelsea,2,1,H,1.0,0.0,H,,,,,,,,,,,,,,20000506,Premier League
6/05/2000,1999/00,Derby,Newcastle,0,0,D,0.0,0.0,D,,,,,,,,,,,,,,20000506,Premier League
6/05/2000,1999/00,Middlesbrough,Watford,1,1,D,1.0,0.0,H,,,,,,,,,,,,,,20000506,Premier League
6/05/2000,1999/00,Sunderland,West Ham,1,0,H,1.0,0.0,H,,,,,,,,,,,,,,20000506,Premier League
