Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
11/05/2003,2002/03,Tottenham,Blackburn,0,4,A,0.0,2.0,A,A D'Urso,11.0,13.0,7.0,9.0,9.0,12.0,6.0,3.0,1.0,1.0,1.0,0.0,20030511,Premier League
11/05/2003,2002/03,West Brom,Newcastle,2,2,D,0.0,1.0,A,G Barber,8.0,14.0,3.0,9.0,9.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Chelsea,Liverpool,2,1,H,2.0,1.0,H,A Wiley,13.0,5.0,6.0,3.0,17.0,13.0,4.0,3.0,3.0,1.0,0.0,1.0,20030511,Premier League
11/05/2003,2002/03,Bolton,Middlesbrough,2,1,H,2.0,0.0,H,R Styles,13.0,6.0,6.0,3.0,18.0,18.0,6.0,5.0,3.0,2.0,0.0,1.0,20030511,Premier League
11/05/2003,2002/03,Everton,Man United,1,2,A,1.0,1.0,D,M Riley,8.0,17.0,4.0,12.0,16.0,15.0,6.0,6.0,5.0,3.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Man City,Southampton,0,1,A,0.0,1.0,A,M Dean,17.0,6.0,7.0,3.0,14.0,14.0,10.0,4.0,3.0,4.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Sunderland,Arsenal,0,4,A,0.0,2.0,A,P Durkin,7.0,20.0,3.0,13.0,16.0,12.0,6.0,10.0,1.0,0.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Birmingham,West Ham,2,2,D,0.0,0.0,D,G Poll,10.0,16.0,7.0,10.0,18.0,11.0,6.0,7.0,1.0,1.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Leeds,Aston Villa,3,1,H,1.0,1.0,D,M Halsey,11.0,18.0,5.0,6.0,18.0,14.0,1.0,8.0,0.0,1.0,0.0,0.0,20030511,Premier League
11/05/2003,2002/03,Charlton,Fulham,0,1,A,0.0,1.0,A,D Gallagher,10.0,17.0,4.0,7.0,13.0,14.0,2.0,4.0,2.0,3.0,1.0,0.0,20030511,Premier League
7/05/2003,2002/03,Arsenal,Southampton,6,1,H,5.0,1.0,H,U Rennie,16.0,13.0,13.0,5.0,12.0,16.0,6.0,10.0,1.0,1.0,0.0,0.0,20030507,Premier League
4/05/2003,2002/03,Arsenal,Leeds,2,3,A,1.0,1.0,D,A Wiley,33.0,11.0,17.0,6.0,16.0,16.0,6.0,2.0,2.0,1.0,0.0,0.0,20030504,Premier League
3/05/2003,2002/03,Man United,Charlton,4,1,H,3.0,1.0,H,M Halsey,21.0,4.0,14.0,2.0,6.0,10.0,11.0,3.0,0.0,1.0,0.0,0.0,20030503,Premier League
3/05/2003,2002/03,West Ham,Chelsea,1,0,H,0.0,0.0,D,A D'Urso,11.0,8.0,7.0,3.0,12.0,15.0,10.0,8.0,3.0,1.0,0.0,0.0,20030503,Premier League
3/05/2003,2002/03,Fulham,Everton,2,0,H,2.0,0.0,H,G Barber,13.0,16.0,6.0,8.0,14.0,13.0,6.0,9.0,1.0,1.0,0.0,0.0,20030503,Premier League
3/05/2003,2002/03,Middlesbrough,Tottenham,5,1,H,3.0,0.0,H,U Rennie,26.0,6.0,16.0,4.0,15.0,9.0,8.0,3.0,0.0,2.0,0.0,1.0,20030503,Premier League
