Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
8/05/1994,1993/94,Man United,Coventry,0,0,D,,,,,,,,,,,,,,,,,19940508,Premier League
7/05/1994,1993/94,Norwich,Oldham,1,1,D,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Chelsea,Sheffield United,3,2,H,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Aston Villa,Liverpool,2,1,H,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Everton,Wimbledon,3,2,H,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Blackburn,Ipswich,0,0,D,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Sheffield Weds,Man City,1,1,D,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Newcastle,Arsenal,2,0,H,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Swindon,Leeds,0,5,A,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,West Ham,Southampton,3,3,D,,,,,,,,,,,,,,,,,19940507,Premier League
7/05/1994,1993/94,Tottenham,QPR,1,2,A,,,,,,,,,,,,,,,,,19940507,Premier League
5/05/1994,1993/94,Oldham,Tottenham,0,2,A,,,,,,,,,,,,,,,,,19940505,Premier League
4/05/1994,1993/94,Chelsea,Coventry,1,2,A,,,,,,,,,,,,,,,,,19940504,Premier League
4/05/1994,1993/94,Man United,Southampton,2,0,H,,,,,,,,,,,,,,,,,19940504,Premier League
3/05/1994,1993/94,Oldham,Sheffield United,1,1,D,,,,,,,,,,,,,,,,,19940503,Premier League
3/05/1994,1993/94,QPR,West Ham,0,0,D,,,,,,,,,,,,,,,,,19940503,Premier League
3/05/1994,1993/94,Leeds,Sheffield Weds,2,2,D,,,,,,,,,,,,,,,,,19940503,Premier League
2/05/1994,1993/94,Coventry,Blackburn,2,1,H,,,,,,,,,,,,,,,,,19940502,Premier League
1/05/1994,1993/94,Ipswich,Man United,1,2,A,,,,,,,,,,,,,,,,,19940501,Premier League
30/04/1994,1993/94,Arsenal,West Ham,0,2,A,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Liverpool,Norwich,0,1,A,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Wimbledon,Tottenham,2,1,H,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Man City,Chelsea,2,2,D,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Southampton,Aston Villa,4,1,H,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Leeds,Everton,3,0,H,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,QPR,Swindon,1,3,A,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Sheffield United,Newcastle,2,0,H,,,,,,,,,,,,,,,,,19940430,Premier League
30/04/1994,1993/94,Oldham,Sheffield Weds,0,0,D,,,,,,,,,,,,,,,,,19940430,Premier League
27/04/1994,1993/94,Newcastle,Aston Villa,5,1,H,,,,,,,,,,,,,,,,,19940427,Premier League
27/04/1994,1993/94,West Ham,Blackburn,1,2,A,,,,,,,,,,,,,,,,,19940427,Premier League
27/04/1994,1993/94,QPR,Arsenal,1,1,D,,,,,,,,,,,,,,,,,19940427,Premier League
27/04/1994,1993/94,Leeds,Man United,0,2,A,,,,,,,,,,,,,,,,,19940427,Premier League
27/04/1994,1993/94,Chelsea,Swindon,2,0,H,,,,,,,,,,,,,,,,,19940427,Premier League
26/04/1994,1993/94,Wimbledon,Oldham,3,0,H,,,,,,,,,,,,,,,,,19940426,Premier League
24/04/1994,1993/94,Blackburn,QPR,1,1,D,,,,,,,,,,,,,,,,,19940424,Premier League
23/04/1994,1993/94,Tottenham,Southampton,3,0,H,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,West Ham,Liverpool,1,2,A,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Sheffield Weds,Ipswich,5,0,H,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Everton,Coventry,0,0,D,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Swindon,Wimbledon,2,4,A,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Man United,Man City,2,0,H,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Aston Villa,Arsenal,1,2,A,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Chelsea,Leeds,1,1,D,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Norwich,Sheffield United,0,1,A,,,,,,,,,,,,,,,,,19940423,Premier League
23/04/1994,1993/94,Newcastle,Oldham,3,2,H,,,,,,,,,,,,,,,,,19940423,Premier League
19/04/1994,1993/94,Arsenal,Wimbledon,1,1,D,,,,,,,,,,,,,,,,,19940419,Premier League
17/04/1994,1993/94,Leeds,Tottenham,2,0,H,,,,,,,,,,,,,,,,,19940417,Premier League
16/04/1994,1993/94,Oldham,West Ham,1,2,A,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Liverpool,Newcastle,0,2,A,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Wimbledon,Man United,1,0,H,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,QPR,Everton,2,1,H,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Coventry,Sheffield Weds,1,1,D,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Sheffield United,Aston Villa,1,2,A,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Ipswich,Swindon,1,1,D,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Man City,Norwich,1,1,D,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Southampton,Blackburn,3,1,H,,,,,,,,,,,,,,,,,19940416,Premier League
16/04/1994,1993/94,Arsenal,Chelsea,1,0,H,,,,,,,,,,,,,,,,,19940416,Premier League
13/04/1994,1993/94,QPR,Chelsea,1,1,D,,,,,,,,,,,,,,,,,19940413,Premier League
11/04/1994,1993/94,Blackburn,Aston Villa,1,0,H,,,,,,,,,,,,,,,,,19940411,Premier League
9/04/1994,1993/94,Coventry,Tottenham,1,0,H,,,,,,,,,,,,,,,,,19940409,Premier League
9/04/1994,1993/94,Sheffield Weds,QPR,3,1,H,,,,,,,,,,,,,,,,,19940409,Premier League
9/04/1994,1993/94,West Ham,Everton,0,1,A,,,,,,,,,,,,,,,,,19940409,Premier League
9/04/1994,1993/94,Norwich,Southampton,4,5,A,,,,,,,,,,,,,,,,,19940409,Premier League
9/04/1994,1993/94,Man City,Newcastle,2,1,H,,,,,,,,,,,,,,,,,19940409,Premier League
9/04/1994,1993/94,Liverpool,Ipswich,1,0,H,,,,,,,,,,,,,,,,,19940409,Premier League
4/04/1994,1993/94,Everton,Blackburn,0,3,A,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Sheffield United,Arsenal,1,1,D,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Southampton,Man City,0,1,A,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Wimbledon,Liverpool,1,1,D,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Ipswich,Coventry,0,2,A,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Tottenham,West Ham,1,4,A,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Aston Villa,Norwich,0,0,D,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Man United,Oldham,3,2,H,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Swindon,Sheffield Weds,0,1,A,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,Newcastle,Chelsea,0,0,D,,,,,,,,,,,,,,,,,19940404,Premier League
4/04/1994,1993/94,QPR,Leeds,0,4,A,,,,,,,,,,,,,,,,,19940404,Premier League
2/04/1994,1993/94,Chelsea,Southampton,2,0,H,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Liverpool,Sheffield United,1,2,A,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Oldham,QPR,4,1,H,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,West Ham,Ipswich,2,1,H,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Coventry,Wimbledon,1,2,A,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Arsenal,Swindon,1,1,D,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Norwich,Tottenham,1,2,A,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Man City,Aston Villa,3,0,H,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Sheffield Weds,Everton,5,1,H,,,,,,,,,,,,,,,,,19940402,Premier League
2/04/1994,1993/94,Blackburn,Man United,2,0,H,,,,,,,,,,,,,,,,,19940402,Premier League
1/04/1994,1993/94,Leeds,Newcastle,1,1,D,,,,,,,,,,,,,,,,,19940401,Premier League
30/03/1994,1993/94,Sheffield Weds,Chelsea,3,1,H,,,,,,,,,,,,,,,,,19940330,Premier League
30/03/1994,1993/94,Aston Villa,Everton,0,0,D,,,,,,,,,,,,,,,,,19940330,Premier League
30/03/1994,1993/94,Southampton,Oldham,1,3,A,,,,,,,,,,,,,,,,,19940330,Premier League
30/03/1994,1993/94,Man United,Liverpool,1,0,H,,,,,,,,,,,,,,,,,19940330,Premier League
29/03/1994,1993/94,Ipswich,Man City,2,2,D,,,,,,,,,,,,,,,,,19940329,Premier League
29/03/1994,1993/94,Newcastle,Norwich,3,0,H,,,,,,,,,,,,,,,,,19940329,Premier League
29/03/1994,1993/94,Wimbledon,Blackburn,4,1,H,,,,,,,,,,,,,,,,,19940329,Premier League
28/03/1994,1993/94,Sheffield United,West Ham,3,2,H,,,,,,,,,,,,,,,,,19940328,Premier League
27/03/1994,1993/94,Wimbledon,Leeds,1,0,H,,,,,,,,,,,,,,,,,19940327,Premier League
26/03/1994,1993/94,Blackburn,Swindon,3,1,H,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Chelsea,West Ham,2,0,H,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Everton,Tottenham,0,1,A,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Arsenal,Liverpool,1,0,H,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Sheffield United,Southampton,0,0,D,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Ipswich,QPR,1,3,A,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Coventry,Norwich,2,1,H,,,,,,,,,,,,,,,,,19940326,Premier League
26/03/1994,1993/94,Oldham,Man City,0,0,D,,,,,,,,,,,,,,,,,19940326,Premier League
22/03/1994,1993/94,Newcastle,Ipswich,2,0,H,,,,,,,,,,,,,,,,,19940322,Premier League
22/03/1994,1993/94,Arsenal,Man United,2,2,D,,,,,,,,,,,,,,,,,19940322,Premier League
21/03/1994,1993/94,Norwich,Everton,3,0,H,,,,,,,,,,,,,,,,,19940321,Premier League
