Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
19/05/2013,2012/13,Liverpool,QPR,1,0,H,1.0,0.0,H,M Atkinson,27.0,10.0,20.0,3.0,7.0,3.0,14.0,0.0,1.0,3.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Tottenham,Sunderland,1,0,H,0.0,0.0,D,A Marriner,23.0,6.0,19.0,4.0,6.0,12.0,14.0,1.0,1.0,3.0,0.0,1.0,20130519,Premier League
19/05/2013,2012/13,Wigan,Aston Villa,2,2,D,2.0,1.0,H,N Swarbrick,12.0,5.0,6.0,2.0,8.0,12.0,4.0,2.0,2.0,1.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Southampton,Stoke,1,1,D,0.0,0.0,D,L Probert,11.0,7.0,7.0,3.0,9.0,7.0,3.0,4.0,0.0,2.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Newcastle,Arsenal,0,1,A,0.0,0.0,D,H Webb,7.0,9.0,2.0,3.0,17.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Swansea,Fulham,0,3,A,0.0,1.0,A,L Mason,19.0,8.0,11.0,6.0,12.0,9.0,8.0,0.0,2.0,1.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,West Brom,Man United,5,5,D,1.0,3.0,A,M Oliver,15.0,12.0,8.0,8.0,10.0,6.0,3.0,5.0,0.0,1.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Man City,Norwich,2,3,A,1.0,1.0,D,M Halsey,12.0,12.0,5.0,7.0,10.0,8.0,7.0,7.0,1.0,0.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,Chelsea,Everton,2,1,H,1.0,1.0,D,A Taylor,20.0,16.0,10.0,9.0,7.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,20130519,Premier League
19/05/2013,2012/13,West Ham,Reading,4,2,H,2.0,0.0,H,M Dean,21.0,17.0,12.0,7.0,14.0,8.0,6.0,4.0,2.0,1.0,0.0,0.0,20130519,Premier League
14/05/2013,2012/13,Arsenal,Wigan,4,1,H,1.0,1.0,D,M Dean,19.0,10.0,12.0,5.0,11.0,11.0,7.0,4.0,0.0,2.0,0.0,0.0,20130514,Premier League
14/05/2013,2012/13,Reading,Man City,0,2,A,0.0,1.0,A,M Atkinson,11.0,27.0,7.0,20.0,6.0,7.0,4.0,10.0,0.0,1.0,0.0,0.0,20130514,Premier League
