Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
24/05/2015,2014/15,Chelsea,Sunderland,3,1,H,1.0,1.0,D,L Mason,24.0,17.0,8.0,9.0,12.0,8.0,11.0,3.0,2.0,1.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Newcastle,West Ham,2,0,H,0.0,0.0,D,M Atkinson,17.0,4.0,4.0,1.0,9.0,9.0,2.0,3.0,2.0,1.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Arsenal,West Brom,4,1,H,4.0,0.0,H,R Madley,24.0,14.0,13.0,5.0,6.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Leicester,QPR,5,1,H,2.0,0.0,H,M Oliver,22.0,18.0,7.0,2.0,7.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Crystal Palace,Swansea,1,0,H,0.0,0.0,D,C Pawson,13.0,5.0,7.0,2.0,22.0,13.0,7.0,3.0,3.0,0.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Stoke,Liverpool,6,1,H,5.0,0.0,H,A Taylor,15.0,13.0,9.0,4.0,13.0,4.0,3.0,9.0,4.0,2.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Hull,Man United,0,0,D,0.0,0.0,D,L Probert,16.0,7.0,6.0,1.0,12.0,15.0,8.0,1.0,2.0,2.0,0.0,1.0,20150524,Premier League
24/05/2015,2014/15,Man City,Southampton,2,0,H,1.0,0.0,H,C Foy,15.0,13.0,6.0,4.0,13.0,8.0,8.0,4.0,1.0,1.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Aston Villa,Burnley,0,1,A,0.0,1.0,A,M Jones,16.0,6.0,5.0,3.0,9.0,6.0,7.0,2.0,1.0,2.0,0.0,0.0,20150524,Premier League
24/05/2015,2014/15,Everton,Tottenham,0,1,A,0.0,1.0,A,J Moss,9.0,16.0,1.0,3.0,12.0,8.0,3.0,5.0,1.0,2.0,0.0,0.0,20150524,Premier League
20/05/2015,2014/15,Arsenal,Sunderland,0,0,D,0.0,0.0,D,A Taylor,28.0,7.0,8.0,3.0,6.0,8.0,5.0,2.0,1.0,0.0,0.0,0.0,20150520,Premier League
18/05/2015,2014/15,West Brom,Chelsea,3,0,H,1.0,0.0,H,M Jones,9.0,12.0,5.0,3.0,12.0,11.0,3.0,4.0,3.0,2.0,0.0,1.0,20150518,Premier League
17/05/2015,2014/15,Swansea,Man City,2,4,A,1.0,2.0,A,M Clattenburg,13.0,22.0,9.0,11.0,8.0,8.0,11.0,7.0,0.0,3.0,0.0,0.0,20150517,Premier League
17/05/2015,2014/15,Man United,Arsenal,1,1,D,1.0,0.0,H,M Dean,12.0,5.0,4.0,3.0,16.0,8.0,5.0,5.0,1.0,0.0,0.0,0.0,20150517,Premier League
16/05/2015,2014/15,Sunderland,Leicester,0,0,D,0.0,0.0,D,M Atkinson,13.0,11.0,3.0,0.0,14.0,15.0,8.0,9.0,4.0,1.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,Liverpool,Crystal Palace,1,3,A,1.0,1.0,D,J Moss,18.0,15.0,3.0,6.0,10.0,17.0,4.0,5.0,2.0,3.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,Burnley,Stoke,0,0,D,0.0,0.0,D,M Oliver,11.0,11.0,4.0,3.0,14.0,9.0,7.0,6.0,1.0,2.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,Southampton,Aston Villa,6,1,H,5.0,1.0,H,R Madley,18.0,9.0,11.0,4.0,19.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,Tottenham,Hull,2,0,H,0.0,0.0,D,A Taylor,10.0,14.0,3.0,2.0,10.0,6.0,6.0,8.0,3.0,1.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,QPR,Newcastle,2,1,H,0.0,1.0,A,L Probert,8.0,22.0,4.0,8.0,12.0,8.0,3.0,12.0,2.0,0.0,0.0,0.0,20150516,Premier League
16/05/2015,2014/15,West Ham,Everton,1,2,A,0.0,0.0,D,K Friend,13.0,21.0,3.0,5.0,12.0,14.0,7.0,8.0,1.0,4.0,0.0,0.0,20150516,Premier League
11/05/2015,2014/15,Arsenal,Swansea,0,1,A,0.0,0.0,D,K Friend,23.0,8.0,9.0,3.0,7.0,10.0,6.0,1.0,0.0,1.0,0.0,0.0,20150511,Premier League
10/05/2015,2014/15,Chelsea,Liverpool,1,1,D,1.0,1.0,D,A Marriner,8.0,15.0,3.0,4.0,13.0,11.0,6.0,4.0,4.0,3.0,0.0,0.0,20150510,Premier League
10/05/2015,2014/15,Man City,QPR,6,0,H,2.0,0.0,H,M Dean,23.0,9.0,11.0,3.0,12.0,7.0,7.0,4.0,0.0,1.0,0.0,0.0,20150510,Premier League
