home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Aston Villa,0.6643,0.1862,0.1494
Arsenal,Bournemouth,0.8398,0.1119,0.0481
Arsenal,Brentford,0.6282,0.192,0.1797
Arsenal,Brighton,0.5812,0.187,0.2317
Arsenal,Chelsea,0.7531,0.1618,0.0851
Arsenal,Crystal Palace,0.7437,0.1615,0.0948
Arsenal,Everton,0.8023,0.1344,0.0633
Arsenal,Fulham,0.6897,0.1707,0.1396
Arsenal,Leeds,0.795,0.1214,0.0832
Arsenal,Leicester,0.7436,0.1461,0.1102
Arsenal,Liverpool,0.542,0.1991,0.2589
Arsenal,Man City,0.3849,0.206,0.4091
Arsenal,Man United,0.5694,0.2164,0.2141
Arsenal,Newcastle,0.5275,0.2136,0.2589
Arsenal,Nott'm Forest,0.8338,0.1145,0.0515
Arsenal,Southampton,0.8344,0.1121,0.0533
Arsenal,Tottenham,0.642,0.1719,0.1859
Arsenal,West Ham,0.7548,0.1581,0.0871
Arsenal,Wolves,0.8083,0.1375,0.0541
Aston Villa,Arsenal,0.2699,0.2223,0.5078
Aston Villa,Bournemouth,0.6974,0.2034,0.0991
Aston Villa,Brentford,0.4138,0.2692,0.317
Aston Villa,Brighton,0.3824,0.2381,0.3796
Aston Villa,Chelsea,0.5533,0.2765,0.1702
Aston Villa,Crystal Palace,0.5478,0.2669,0.1853
Aston Villa,Everton,0.6334,0.2378,0.1287
Aston Villa,Fulham,0.4938,0.253,0.2532
Aston Villa,Leeds,0.6511,0.1934,0.1554
Aston Villa,Leicester,0.5732,0.2243,0.2025
Aston Villa,Liverpool,0.3331,0.2461,0.4207
Aston Villa,Man City,0.1878,0.2092,0.603
Aston Villa,Man United,0.3315,0.2932,0.3754
Aston Villa,Newcastle,0.3016,0.2677,0.4308
Aston Villa,Nott'm Forest,0.689,0.2056,0.1054
Aston Villa,Southampton,0.6939,0.1984,0.1077
Aston Villa,Tottenham,0.454,0.2321,0.3139
Aston Villa,West Ham,0.5609,0.2665,0.1725
Aston Villa,Wolves,0.631,0.2553,0.1136
Bournemouth,Arsenal,0.12,0.1664,0.7136
Bournemouth,Aston Villa,0.2242,0.2574,0.5184
Bournemouth,Brentford,0.2019,0.2401,0.558
Bournemouth,Brighton,0.1965,0.2057,0.5978
Bournemouth,Chelsea,0.296,0.2926,0.4114
Bournemouth,Crystal Palace,0.299,0.2802,0.4208
Bournemouth,Everton,0.3802,0.2788,0.341
Bournemouth,Fulham,0.2703,0.2486,0.4811
Bournemouth,Leeds,0.4349,0.2293,0.3358
Bournemouth,Leicester,0.3501,0.2421,0.4078
Bournemouth,Liverpool,0.1553,0.1993,0.6453
Bournemouth,Man City,0.0664,0.1357,0.7978
Bournemouth,Man United,0.1315,0.2345,0.634
Bournemouth,Newcastle,0.1223,0.2061,0.6716
Bournemouth,Nott'm Forest,0.4469,0.2599,0.2932
Bournemouth,Southampton,0.4577,0.2519,0.2903
Bournemouth,Tottenham,0.2548,0.2181,0.527
Bournemouth,West Ham,0.3083,0.2846,0.4071
Bournemouth,Wolves,0.3639,0.2992,0.3369
Brentford,Arsenal,0.3053,0.2209,0.4739
Brentford,Aston Villa,0.4931,0.2597,0.2472
Brentford,Bournemouth,0.728,0.1841,0.0879
Brentford,Brighton,0.4197,0.2305,0.3498
Brentford,Chelsea,0.5953,0.2531,0.1515
Brentford,Crystal Palace,0.5885,0.2458,0.1656
Brentford,Everton,0.6694,0.2163,0.1143
Brentford,Fulham,0.5329,0.2379,0.2292
Brentford,Leeds,0.6806,0.1794,0.14
Brentford,Leicester,0.6077,0.2095,0.1829
Brentford,Liverpool,0.3719,0.2398,0.3883
Brentford,Man City,0.2215,0.2121,0.5663
Brentford,Man United,0.3773,0.2808,0.3419
Brentford,Newcastle,0.3437,0.2603,0.3959
Brentford,Nott'm Forest,0.72,0.1865,0.0935
Brentford,Southampton,0.7238,0.1804,0.0957
Brentford,Tottenham,0.4901,0.2221,0.2877
Brentford,West Ham,0.6015,0.2446,0.1539
Brentford,Wolves,0.6695,0.2301,0.1004
Brighton,Arsenal,0.3569,0.2046,0.4385
Brighton,Aston Villa,0.541,0.2223,0.2366
Brighton,Bournemouth,0.7467,0.1575,0.0957
Brighton,Brentford,0.5055,0.2223,0.2722
Brighton,Chelsea,0.634,0.2106,0.1554
Brighton,Crystal Palace,0.6267,0.2069,0.1664
Brighton,Everton,0.6967,0.1823,0.121
Brighton,Fulham,0.5742,0.206,0.2198
Brighton,Leeds,0.7035,0.1576,0.1387
Brighton,Leicester,0.6394,0.1826,0.178
Brighton,Liverpool,0.4239,0.2156,0.3605
Brighton,Man City,0.2762,0.2012,0.5226
Brighton,Man United,0.438,0.2425,0.3195
Brighton,Newcastle,0.4022,0.231,0.3668
Brighton,Nott'm Forest,0.7397,0.1597,0.1006
Brighton,Southampton,0.7427,0.1555,0.1017
Brighton,Tottenham,0.5315,0.1978,0.2707
Brighton,West Ham,0.6384,0.2051,0.1565
Brighton,Wolves,0.6982,0.1904,0.1113
Chelsea,Arsenal,0.1873,0.215,0.5978
Chelsea,Aston Villa,0.3386,0.3058,0.3556
Chelsea,Bournemouth,0.6054,0.2525,0.1421
Chelsea,Brentford,0.3067,0.2902,0.4031
Chelsea,Brighton,0.2894,0.2467,0.4639
Chelsea,Crystal Palace,0.4348,0.3125,0.2527
Chelsea,Everton,0.5288,0.2894,0.1818
Chelsea,Fulham,0.3899,0.282,0.328
Chelsea,Leeds,0.5669,0.2266,0.2065
Chelsea,Leicester,0.4784,0.2563,0.2653
Chelsea,Liverpool,0.2389,0.2498,0.5113
Chelsea,Man City,0.1136,0.19,0.6964
Chelsea,Man United,0.2185,0.3073,0.4742
Chelsea,Newcastle,0.2002,0.2708,0.529
Chelsea,Nott'm Forest,0.5964,0.2537,0.1499
Chelsea,Southampton,0.6046,0.2436,0.1518
Chelsea,Tottenham,0.3608,0.2487,0.3906
Chelsea,West Ham,0.4473,0.3151,0.2376
Chelsea,Wolves,0.5181,0.3164,0.1655
Crystal Palace,Arsenal,0.1977,0.2109,0.5915
Crystal Palace,Aston Villa,0.3506,0.2925,0.357
Crystal Palace,Bournemouth,0.6084,0.2421,0.1495
Crystal Palace,Brentford,0.3186,0.2788,0.4026
Crystal Palace,Brighton,0.2993,0.2398,0.4609
Crystal Palace,Chelsea,0.4461,0.3109,0.243
Crystal Palace,Everton,0.5351,0.2757,0.1892
Crystal Palace,Fulham,0.3993,0.2711,0.3296
Crystal Palace,Leeds,0.5703,0.2196,0.2101
Crystal Palace,Leicester,0.4847,0.2473,0.268
Crystal Palace,Liverpool,0.2502,0.2428,0.5071
Crystal Palace,Man City,0.1244,0.1879,0.6877
Crystal Palace,Man United,0.2342,0.2942,0.4716
Crystal Palace,Newcastle,0.214,0.2618,0.5242
Crystal Palace,Nott'm Forest,0.5997,0.2434,0.1569
Crystal Palace,Southampton,0.6075,0.2343,0.1582
Crystal Palace,Tottenham,0.3692,0.2413,0.3895
Crystal Palace,West Ham,0.4569,0.2994,0.2437
Crystal Palace,Wolves,0.5258,0.2992,0.175
Everton,Arsenal,0.1488,0.1895,0.6617
Everton,Aston Villa,0.274,0.2827,0.4433
Everton,Bournemouth,0.5236,0.2612,0.2152
Everton,Brentford,0.2474,0.2657,0.4869
Everton,Brighton,0.2372,0.2264,0.5364
Everton,Chelsea,0.3575,0.3135,0.329
Everton,Crystal Palace,0.3591,0.2993,0.3417
Everton,Fulham,0.3232,0.2671,0.4096
Everton,Leeds,0.4956,0.2312,0.2732
Everton,Leicester,0.4081,0.2519,0.34
Everton,Liverpool,0.1914,0.224,0.5846
Everton,Man City,0.086,0.1606,0.7534
Everton,Man United,0.1682,0.2696,0.5622
Everton,Newcastle,0.1552,0.2371,0.6077
Everton,Nott'm Forest,0.5153,0.2613,0.2234
Everton,Southampton,0.5252,0.2521,0.2227
Everton,Tottenham,0.3019,0.2345,0.4636
Everton,West Ham,0.3699,0.303,0.3271
Everton,Wolves,0.4328,0.3124,0.2549
Fulham,Arsenal,0.2507,0.2076,0.5417
Fulham,Aston Villa,0.4166,0.2619,0.3215
