home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Chelsea,0.6017,0.2029,0.1954
Arsenal,Liverpool,0.4898,0.2201,0.2901
Arsenal,Man City,0.4126,0.223,0.3644
Arsenal,Man United,0.5943,0.2113,0.1944
Arsenal,Tottenham,0.5733,0.2013,0.2253
Chelsea,Arsenal,0.3077,0.2265,0.4657
Chelsea,Liverpool,0.3418,0.2305,0.4277
Chelsea,Man City,0.2725,0.2192,0.5083
Chelsea,Man United,0.4376,0.2424,0.3199
Chelsea,Tottenham,0.427,0.2246,0.3484
Liverpool,Arsenal,0.4156,0.2261,0.3583
Liverpool,Chelsea,0.5643,0.2123,0.2234
Liverpool,Man City,0.3764,0.2242,0.3994
Liverpool,Man United,0.5557,0.2211,0.2233
Liverpool,Tottenham,0.537,0.2089,0.2541
Man City,Arsenal,0.4946,0.2166,0.2888
Man City,Chelsea,0.6418,0.1904,0.1677
Man City,Liverpool,0.5316,0.2121,0.2564
Man City,Man United,0.636,0.198,0.166
Man City,Tottenham,0.6127,0.1908,0.1965
Man United,Arsenal,0.3106,0.2353,0.4541
Man United,Chelsea,0.4579,0.2406,0.3015
Man United,Liverpool,0.3458,0.2392,0.415
Man United,Man City,0.2742,0.2278,0.498
Man United,Tottenham,0.434,0.2315,0.3345
Tottenham,Arsenal,0.3386,0.2192,0.4423
Tottenham,Chelsea,0.4787,0.2204,0.3008
Tottenham,Liverpool,0.3724,0.2216,0.406
Tottenham,Man City,0.3031,0.2136,0.4833
Tottenham,Man United,0.4678,0.2287,0.3035
