home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Bournemouth,0.6153,0.1912,0.1935
Arsenal,Brighton,0.713,0.1801,0.1069
Arsenal,Burnley,0.6642,0.1835,0.1523
Arsenal,Cardiff,0.7201,0.1716,0.1083
Arsenal,Chelsea,0.4193,0.2474,0.3333
Arsenal,Crystal Palace,0.5306,0.2221,0.2473
Arsenal,Everton,0.5296,0.228,0.2425
Arsenal,Fulham,0.7943,0.1345,0.0711
Arsenal,Huddersfield,0.8026,0.1388,0.0585
Arsenal,Leicester,0.5487,0.2224,0.2288
Arsenal,Liverpool,0.236,0.2123,0.5517
Arsenal,Man City,0.2474,0.2036,0.549
Arsenal,Man United,0.5211,0.2112,0.2677
Arsenal,Newcastle,0.5634,0.2351,0.2015
Arsenal,Southampton,0.6555,0.1894,0.155
Arsenal,Tottenham,0.3987,0.2359,0.3653
Arsenal,Watford,0.5952,0.2081,0.1966
Arsenal,West Ham,0.609,0.2038,0.1872
Arsenal,Wolves,0.5502,0.2263,0.2235
Bournemouth,Arsenal,0.2758,0.2111,0.5131
Bournemouth,Brighton,0.5245,0.2334,0.2421
Bournemouth,Burnley,0.4856,0.2216,0.2928
Bournemouth,Cardiff,0.5387,0.2231,0.2382
Bournemouth,Chelsea,0.241,0.2344,0.5246
Bournemouth,Crystal Palace,0.3474,0.2345,0.418
Bournemouth,Everton,0.3422,0.2409,0.4169
Bournemouth,Fulham,0.633,0.1928,0.1742
Bournemouth,Huddersfield,0.6315,0.205,0.1635
Bournemouth,Leicester,0.3616,0.2395,0.3989
Bournemouth,Liverpool,0.1116,0.1632,0.7251
Bournemouth,Man City,0.1245,0.1598,0.7156
Bournemouth,Man United,0.3477,0.2202,0.4321
Bournemouth,Newcastle,0.3636,0.2584,0.378
Bournemouth,Southampton,0.4732,0.2272,0.2996
Bournemouth,Tottenham,0.2311,0.2187,0.5501
Bournemouth,Watford,0.4098,0.2345,0.3557
Bournemouth,West Ham,0.4243,0.2328,0.3429
Bournemouth,Wolves,0.3599,0.2444,0.3958
Brighton,Arsenal,0.1797,0.2155,0.6047
Brighton,Bournemouth,0.3425,0.2465,0.411
Brighton,Burnley,0.3862,0.2584,0.3554
Brighton,Cardiff,0.4387,0.2708,0.2906
Brighton,Chelsea,0.1303,0.2412,0.6285
Brighton,Crystal Palace,0.2389,0.2572,0.5039
Brighton,Everton,0.2297,0.2659,0.5043
Brighton,Fulham,0.5506,0.2384,0.211
Brighton,Huddersfield,0.5422,0.2602,0.1976
Brighton,Leicester,0.2504,0.2667,0.483
Brighton,Liverpool,0.0386,0.1345,0.8268
Brighton,Man City,0.0536,0.1346,0.8117
Brighton,Man United,0.2476,0.2368,0.5156
Brighton,Newcastle,0.2404,0.2969,0.4626
Brighton,Southampton,0.3705,0.2653,0.3643
Brighton,Tottenham,0.1296,0.2189,0.6515
Brighton,Watford,0.3022,0.2664,0.4314
Brighton,West Ham,0.3178,0.2661,0.4161
Brighton,Wolves,0.2456,0.2739,0.4805
Burnley,Arsenal,0.2295,0.2098,0.5607
Burnley,Bournemouth,0.3914,0.2276,0.381
Burnley,Brighton,0.471,0.2519,0.2771
Burnley,Cardiff,0.4876,0.2404,0.272
Burnley,Chelsea,0.1897,0.2324,0.5779
Burnley,Crystal Palace,0.2952,0.2401,0.4647
Burnley,Everton,0.2886,0.247,0.4645
Burnley,Fulham,0.5885,0.2111,0.2004
Burnley,Huddersfield,0.5839,0.2265,0.1896
Burnley,Leicester,0.3081,0.2466,0.4452
Burnley,Liverpool,0.0774,0.1485,0.774
Burnley,Man City,0.0909,0.1467,0.7623
Burnley,Man United,0.2988,0.2241,0.4771
