home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Aston Villa,0.5948,0.2258,0.1794
Arsenal,Bournemouth,0.6063,0.2149,0.1788
Arsenal,Brighton,0.5329,0.258,0.2092
Arsenal,Burnley,0.4818,0.2713,0.2469
Arsenal,Chelsea,0.3589,0.2292,0.412
Arsenal,Crystal Palace,0.5319,0.2793,0.1887
Arsenal,Everton,0.5237,0.2415,0.2348
Arsenal,Leicester,0.3129,0.2507,0.4364
Arsenal,Liverpool,0.2215,0.213,0.5655
Arsenal,Man City,0.1731,0.1813,0.6456
Arsenal,Man United,0.3343,0.2464,0.4193
Arsenal,Newcastle,0.552,0.2476,0.2004
Arsenal,Norwich,0.7381,0.1744,0.0874
Arsenal,Sheffield United,0.4512,0.2976,0.2512
Arsenal,Southampton,0.5093,0.2311,0.2596
Arsenal,Tottenham,0.3956,0.2433,0.3611
Arsenal,Watford,0.6294,0.224,0.1466
Arsenal,West Ham,0.5647,0.2264,0.2089
Arsenal,Wolves,0.3956,0.2759,0.3284
Aston Villa,Arsenal,0.3027,0.2536,0.4437
Aston Villa,Bournemouth,0.4612,0.2449,0.2939
Aston Villa,Brighton,0.3733,0.2812,0.3456
Aston Villa,Burnley,0.3231,0.2845,0.3924
Aston Villa,Chelsea,0.2368,0.2156,0.5476
Aston Villa,Crystal Palace,0.361,0.3071,0.3318
Aston Villa,Everton,0.3746,0.2592,0.3662
Aston Villa,Leicester,0.1877,0.2277,0.5846
Aston Villa,Liverpool,0.1239,0.1768,0.6993
Aston Villa,Man City,0.0936,0.1425,0.7637
Aston Villa,Man United,0.2079,0.2278,0.5643
Aston Villa,Newcastle,0.3953,0.2732,0.3316
Aston Villa,Norwich,0.5989,0.225,0.1761
Aston Villa,Sheffield United,0.2846,0.3072,0.4081
Aston Villa,Southampton,0.368,0.244,0.388
Aston Villa,Tottenham,0.2625,0.2361,0.5014
Aston Villa,Watford,0.4746,0.2629,0.2625
Aston Villa,West Ham,0.4185,0.25,0.3316
Aston Villa,Wolves,0.2476,0.27,0.4824
Bournemouth,Arsenal,0.2972,0.2427,0.4602
Bournemouth,Aston Villa,0.4334,0.2475,0.3191
Bournemouth,Brighton,0.3649,0.2686,0.3665
Bournemouth,Burnley,0.317,0.2705,0.4125
Bournemouth,Chelsea,0.2334,0.2071,0.5595
Bournemouth,Crystal Palace,0.3536,0.291,0.3554
Bournemouth,Everton,0.3661,0.2491,0.3847
Bournemouth,Leicester,0.1867,0.2168,0.5964
Bournemouth,Liverpool,0.1245,0.1694,0.7061
Bournemouth,Man City,0.0946,0.1373,0.7679
Bournemouth,Man United,0.206,0.2174,0.5766
Bournemouth,Newcastle,0.386,0.2619,0.3521
Bournemouth,Norwich,0.5828,0.2212,0.1959
Bournemouth,Sheffield United,0.2809,0.2893,0.4297
Bournemouth,Southampton,0.3598,0.2353,0.4049
Bournemouth,Tottenham,0.2583,0.2262,0.5155
Bournemouth,Watford,0.4622,0.254,0.2838
Bournemouth,West Ham,0.4084,0.2415,0.3501
Bournemouth,Wolves,0.2449,0.2559,0.4992
Brighton,Arsenal,0.3491,0.2776,0.3733
Brighton,Aston Villa,0.5053,0.2668,0.2279
Brighton,Bournemouth,0.5214,0.2525,0.2261
Brighton,Burnley,0.3747,0.3134,0.3119
Brighton,Chelsea,0.2728,0.2383,0.4889
Brighton,Crystal Palace,0.4194,0.3369,0.2437
Brighton,Everton,0.429,0.277,0.294
Brighton,Leicester,0.2187,0.2593,0.5221
Brighton,Liverpool,0.1442,0.2037,0.6521
Brighton,Man City,0.1088,0.1645,0.7266
Brighton,Man United,0.2415,0.2567,0.5018
Brighton,Newcastle,0.4537,0.2915,0.2548
Brighton,Norwich,0.6676,0.2183,0.1142
Brighton,Sheffield United,0.3328,0.3472,0.3199
Brighton,Southampton,0.4196,0.2598,0.3206
Brighton,Tottenham,0.303,0.2606,0.4364
Brighton,Watford,0.5396,0.2715,0.1889
Brighton,West Ham,0.4757,0.2621,0.2622
Brighton,Wolves,0.2887,0.3048,0.4065
Burnley,Arsenal,0.3956,0.2807,0.3237
Burnley,Aston Villa,0.5563,0.2589,0.1848
Burnley,Bournemouth,0.5707,0.2443,0.185
Burnley,Brighton,0.4838,0.2999,0.2164
Burnley,Chelsea,0.3111,0.2462,0.4428
Burnley,Crystal Palace,0.4767,0.3332,0.19
Burnley,Everton,0.4786,0.2744,0.247
Burnley,Leicester,0.257,0.2719,0.4711
Burnley,Liverpool,0.1727,0.2191,0.6081
Burnley,Man City,0.1314,0.1796,0.689
Burnley,Man United,0.2806,0.2674,0.452
Burnley,Newcastle,0.5065,0.2864,0.2071
Burnley,Norwich,0.7166,0.2012,0.0822
Burnley,Sheffield United,0.3869,0.3515,0.2616
Burnley,Southampton,0.4663,0.2583,0.2754
Burnley,Tottenham,0.3453,0.2669,0.3878
Burnley,Watford,0.5928,0.2605,0.1466
Burnley,West Ham,0.5248,0.2567,0.2185
Burnley,Wolves,0.3357,0.3128,0.3515
Chelsea,Arsenal,0.5488,0.2136,0.2375
Chelsea,Aston Villa,0.6821,0.1805,0.1374
Chelsea,Bournemouth,0.6895,0.173,0.1375
Chelsea,Brighton,0.6339,0.2064,0.1597
Chelsea,Burnley,0.59,0.2207,0.1893
Chelsea,Crystal Palace,0.6399,0.2172,0.1429
Chelsea,Everton,0.6198,0.1987,0.1815
Chelsea,Leicester,0.4212,0.2282,0.3506
Chelsea,Liverpool,0.3185,0.2099,0.4716
Chelsea,Man City,0.2584,0.1887,0.5529
Chelsea,Man United,0.4401,0.223,0.3368
Chelsea,Newcastle,0.6487,0.1981,0.1532
Chelsea,Norwich,0.8013,0.1321,0.0665
Chelsea,Sheffield United,0.5698,0.2389,0.1913
Chelsea,Southampton,0.6025,0.1945,0.203
Chelsea,Tottenham,0.4978,0.2146,0.2876
Chelsea,Watford,0.7142,0.1743,0.1114
Chelsea,West Ham,0.6537,0.1849,0.1613
Chelsea,Wolves,0.5096,0.2346,0.2558
Crystal Palace,Arsenal,0.336,0.3025,0.3614
Crystal Palace,Aston Villa,0.5024,0.29,0.2075
Crystal Palace,Bournemouth,0.5203,0.2721,0.2076
Crystal Palace,Brighton,0.4197,0.3369,0.2435
