home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Aston Villa,0.6577,0.1818,0.1605
Arsenal,Bournemouth,0.8028,0.1375,0.0596
Arsenal,Brentford,0.7897,0.1432,0.067
Arsenal,Brighton,0.7719,0.1551,0.073
Arsenal,Burnley,0.8853,0.0935,0.021
Arsenal,Chelsea,0.6453,0.1822,0.1725
Arsenal,Crystal Palace,0.7415,0.1675,0.091
Arsenal,Everton,0.8031,0.1601,0.0368
Arsenal,Fulham,0.7558,0.1601,0.0841
Arsenal,Liverpool,0.5035,0.2232,0.2732
Arsenal,Luton,0.8479,0.1042,0.0476
Arsenal,Man City,0.4135,0.2272,0.3593
Arsenal,Man United,0.749,0.1635,0.0875
Arsenal,Newcastle,0.6268,0.1853,0.1879
Arsenal,Nott'm Forest,0.8386,0.1213,0.04
Arsenal,Sheffield United,0.9549,0.0399,0.0042
Arsenal,Tottenham,0.6403,0.1859,0.1738
Arsenal,West Ham,0.7708,0.1429,0.0862
Arsenal,Wolves,0.789,0.1448,0.0662
Aston Villa,Arsenal,0.2429,0.2076,0.5495
Aston Villa,Bournemouth,0.5877,0.2021,0.2102
Aston Villa,Brentford,0.5732,0.2047,0.2222
Aston Villa,Brighton,0.5473,0.2142,0.2385
Aston Villa,Burnley,0.6913,0.1743,0.1344
Aston Villa,Chelsea,0.4376,0.2056,0.3568
Aston Villa,Crystal Palace,0.5149,0.2188,0.2663
Aston Villa,Everton,0.5537,0.2375,0.2089
Aston Villa,Fulham,0.5323,0.2144,0.2533
Aston Villa,Liverpool,0.2993,0.2121,0.4886
Aston Villa,Luton,0.6647,0.1681,0.1671
Aston Villa,Man City,0.2296,0.1954,0.5749
Aston Villa,Man United,0.5242,0.2163,0.2595
Aston Villa,Newcastle,0.4214,0.2043,0.3744
Aston Villa,Nott'm Forest,0.6276,0.195,0.1775
Aston Villa,Sheffield United,0.8264,0.1091,0.064
Aston Villa,Tottenham,0.4303,0.2084,0.3613
Aston Villa,West Ham,0.565,0.1954,0.2396
Aston Villa,Wolves,0.5704,0.2067,0.2229
Bournemouth,Arsenal,0.1181,0.1805,0.7014
Bournemouth,Aston Villa,0.3033,0.2207,0.4759
Bournemouth,Brentford,0.4211,0.2429,0.336
Bournemouth,Brighton,0.3902,0.2507,0.3591
Bournemouth,Burnley,0.5513,0.2281,0.2207
Bournemouth,Chelsea,0.2973,0.2154,0.4873
Bournemouth,Crystal Palace,0.3576,0.2493,0.3931
Bournemouth,Everton,0.3766,0.2896,0.3339
Bournemouth,Fulham,0.3766,0.2472,0.3762
Bournemouth,Liverpool,0.1663,0.197,0.6367
Bournemouth,Luton,0.534,0.2091,0.2569
Bournemouth,Man City,0.1134,0.1663,0.7203
Bournemouth,Man United,0.368,0.2479,0.3841
Bournemouth,Newcastle,0.2833,0.2109,0.5058
Bournemouth,Nott'm Forest,0.4773,0.2428,0.2799
Bournemouth,Sheffield United,0.7301,0.1571,0.1128
Bournemouth,Tottenham,0.2885,0.2176,0.4939
Bournemouth,West Ham,0.4213,0.227,0.3516
Bournemouth,Wolves,0.4169,0.2453,0.3377
Brentford,Arsenal,0.1282,0.1851,0.6866
Brentford,Aston Villa,0.3169,0.2214,0.4616
Brentford,Bournemouth,0.4518,0.2406,0.3076
Brentford,Brighton,0.406,0.2492,0.3448
Brentford,Burnley,0.5668,0.2238,0.2094
Brentford,Chelsea,0.3106,0.2162,0.4732
Brentford,Crystal Palace,0.3732,0.2485,0.3783
Brentford,Everton,0.3945,0.2872,0.3183
Brentford,Fulham,0.3922,0.246,0.3618
Brentford,Liverpool,0.1776,0.2006,0.6218
Brentford,Luton,0.5482,0.2061,0.2457
Brentford,Man City,0.1227,0.1708,0.7064
Brentford,Man United,0.3835,0.2469,0.3696
