home_team,away_team,P_home_win,P_draw,P_away_win
Arsenal,Bournemouth,0.7087,0.1663,0.125
Arsenal,Burnley,0.7403,0.1726,0.0871
Arsenal,Chelsea,0.3951,0.2223,0.3827
Arsenal,Crystal Palace,0.7301,0.1612,0.1087
Arsenal,Everton,0.5451,0.2251,0.2297
Arsenal,Hull,0.8537,0.1066,0.0396
Arsenal,Leicester,0.7163,0.1706,0.1131
Arsenal,Liverpool,0.4767,0.2159,0.3074
Arsenal,Man City,0.4474,0.2207,0.3319
Arsenal,Man United,0.5536,0.2392,0.2072
Arsenal,Middlesbrough,0.7913,0.1592,0.0495
Arsenal,Southampton,0.6847,0.1986,0.1167
Arsenal,Stoke,0.7074,0.1906,0.102
Arsenal,Sunderland,0.8512,0.1138,0.035
Arsenal,Swansea,0.751,0.1527,0.0962
Arsenal,Tottenham,0.3384,0.2296,0.432
Arsenal,Watford,0.7506,0.1588,0.0906
Arsenal,West Brom,0.7164,0.1872,0.0965
Arsenal,West Ham,0.7109,0.1689,0.1201
Bournemouth,Arsenal,0.2308,0.2062,0.5631
Bournemouth,Burnley,0.4693,0.2455,0.2852
Bournemouth,Chelsea,0.1817,0.1882,0.6301
Bournemouth,Crystal Palace,0.4825,0.2214,0.2961
Bournemouth,Everton,0.2858,0.2343,0.4799
Bournemouth,Hull,0.6347,0.1936,0.1716
Bournemouth,Leicester,0.4604,0.2298,0.3098
Bournemouth,Liverpool,0.2463,0.2046,0.549
Bournemouth,Man City,0.2209,0.201,0.5781
Bournemouth,Man United,0.2779,0.2525,0.4696
Bournemouth,Middlesbrough,0.5116,0.2548,0.2335
Bournemouth,Southampton,0.4035,0.2566,0.3399
Bournemouth,Stoke,0.4266,0.2561,0.3173
Bournemouth,Sunderland,0.6167,0.2086,0.1747
Bournemouth,Swansea,0.5072,0.2178,0.2751
Bournemouth,Tottenham,0.1361,0.1778,0.6861
Bournemouth,Watford,0.4966,0.228,0.2754
Bournemouth,West Brom,0.4359,0.2557,0.3084
Bournemouth,West Ham,0.4601,0.2246,0.3153
Burnley,Arsenal,0.1932,0.2263,0.5805
Burnley,Bournemouth,0.4438,0.2482,0.308
Burnley,Chelsea,0.144,0.2019,0.6541
Burnley,Crystal Palace,0.4648,0.2516,0.2836
Burnley,Everton,0.2455,0.2671,0.4874
Burnley,Hull,0.6347,0.2175,0.1477
Burnley,Leicester,0.4391,0.2634,0.2975
Burnley,Liverpool,0.211,0.2243,0.5647
Burnley,Man City,0.1839,0.2192,0.5969
Burnley,Man United,0.2303,0.2954,0.4743
Burnley,Middlesbrough,0.4904,0.307,0.2026
Burnley,Southampton,0.3699,0.3039,0.3262
Burnley,Stoke,0.3956,0.3041,0.3003
Burnley,Sunderland,0.614,0.239,0.1469
Burnley,Swansea,0.4922,0.2471,0.2606
Burnley,Tottenham,0.0957,0.1876,0.7167
Burnley,Watford,0.479,0.2621,0.2588
Burnley,West Brom,0.406,0.3038,0.2902
Burnley,West Ham,0.4397,0.2556,0.3046
Chelsea,Arsenal,0.5323,0.2101,0.2576
Chelsea,Bournemouth,0.7661,0.1426,0.0911
Chelsea,Burnley,0.8011,0.1421,0.0567
Chelsea,Crystal Palace,0.7864,0.1363,0.0772
Chelsea,Everton,0.6176,0.2049,0.1775
Chelsea,Hull,0.8947,0.082,0.023
Chelsea,Leicester,0.7755,0.1446,0.0799
Chelsea,Liverpool,0.545,0.2039,0.2511
Chelsea,Man City,0.5166,0.2104,0.273
Chelsea,Man United,0.6304,0.2148,0.1547
Chelsea,Middlesbrough,0.8497,0.1244,0.0258
Chelsea,Southampton,0.7524,0.1681,0.0795
Chelsea,Stoke,0.7732,0.1592,0.0676
Chelsea,Sunderland,0.8952,0.0863,0.0183
Chelsea,Swansea,0.805,0.1277,0.0672
Chelsea,Tottenham,0.4079,0.2274,0.3646
Chelsea,Watford,0.8068,0.1316,0.0614
Chelsea,West Brom,0.7813,0.1555,0.0631
Chelsea,West Ham,0.7693,0.1442,0.0864
Crystal Palace,Arsenal,0.2106,0.2052,0.5842
Crystal Palace,Bournemouth,0.4417,0.2251,0.3331
Crystal Palace,Burnley,0.4455,0.2537,0.3008
Crystal Palace,Chelsea,0.1633,0.1853,0.6514
Crystal Palace,Everton,0.2628,0.2362,0.501
Crystal Palace,Hull,0.6163,0.2022,0.1816
Crystal Palace,Leicester,0.4382,0.2362,0.3257
Crystal Palace,Liverpool,0.2263,0.204,0.5696
Crystal Palace,Man City,0.2013,0.1995,0.5992
Crystal Palace,Man United,0.253,0.2553,0.4917
Crystal Palace,Middlesbrough,0.4869,0.2658,0.2474
Crystal Palace,Southampton,0.3784,0.2636,0.3579
Crystal Palace,Stoke,0.4015,0.264,0.3345
Crystal Palace,Sunderland,0.5967,0.2182,0.1851
Crystal Palace,Swansea,0.4862,0.2245,0.2894
Crystal Palace,Tottenham,0.1186,0.1732,0.7081
Crystal Palace,Watford,0.4745,0.2353,0.2901
Crystal Palace,West Brom,0.4109,0.2638,0.3253
Crystal Palace,West Ham,0.4384,0.2305,0.3311
Everton,Arsenal,0.3741,0.2422,0.3836
Everton,Bournemouth,0.6405,0.2001,0.1594
Everton,Burnley,0.6679,0.218,0.1141
Everton,Chelsea,0.3077,0.2347,0.4576
Everton,Crystal Palace,0.6636,0.1967,0.1397
Everton,Hull,0.8093,0.1384,0.0522
Everton,Leicester,0.6458,0.2086,0.1456
Everton,Liverpool,0.3908,0.2361,0.3731
Everton,Man City,0.3599,0.2388,0.4013
Everton,Man United,0.4551,0.2814,0.2634
Everton,Middlesbrough,0.7234,0.2111,0.0655
Everton,Southampton,0.6016,0.2465,0.1519
Everton,Stoke,0.6274,0.2392,0.1334
Everton,Sunderland,0.8033,0.1504,0.0462
Everton,Swansea,0.688,0.1879,0.1241
Everton,Tottenham,0.2487,0.2371,0.5142
Everton,Watford,0.6846,0.1976,0.1177
Everton,West Brom,0.6377,0.236,0.1263
Everton,West Ham,0.6414,0.2047,0.1539
Hull,Arsenal,0.1065,0.1627,0.7307
Hull,Bournemouth,0.2954,0.2243,0.4804
Hull,Burnley,0.2823,0.2558,0.4619
Hull,Chelsea,0.075,0.1372,0.7877
Hull,Crystal Palace,0.3106,0.2308,0.4587
Hull,Everton,0.1371,0.1993,0.6635
Hull,Leicester,0.286,0.2353,0.4788
Hull,Liverpool,0.12,0.1653,0.7146
Hull,Man City,0.1009,0.1564,0.7426
Hull,Man United,0.1211,0.2134,0.6655
Hull,Middlesbrough,0.3099,0.2797,0.4104
Hull,Southampton,0.2209,0.2508,0.5282
Hull,Stoke,0.24,0.2566,0.5034
Hull,Sunderland,0.4316,0.2497,0.3187
Hull,Swansea,0.3341,0.2322,0.4338
Hull,Tottenham,0.0435,0.1169,0.8395
Hull,Watford,0.3175,0.2419,0.4406
